doi,clientId,publicationYear,resourceType,title,publisher,isPublisher,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi,createdAt,updatedAt,inDataCite,inOpenAire,openAireBestAccessRight,openAireIndicatorsDownloads,openAireIndicatorsViews,clientName,clientType
10.6084/m9.figshare.26595173,figshare.ars,2024,Text,Additional file 1 of Sociodemographic inequalities in mortality from drowning in the Baltic countries and Finland in 2000–2015: a register-based study,figshare,0,1,0,1,0,2024-08-13T17:31:14Z,2024-08-16T01:15:00Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.26595173.v1,figshare.ars,2024,Text,Additional file 1 of Sociodemographic inequalities in mortality from drowning in the Baltic countries and Finland in 2000–2015: a register-based study,figshare,0,1,0,1,0,2024-08-13T17:31:14Z,2024-08-14T12:05:56Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6685915,figshare.ars,2024,Collection,Sociodemographic inequalities in mortality from drowning in the Baltic countries and Finland in 2000–2015: a register-based study,figshare,0,1,0,1,0,2024-08-13T17:31:14Z,2024-08-13T17:31:15Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.6685915.v1,figshare.ars,2024,Collection,Sociodemographic inequalities in mortality from drowning in the Baltic countries and Finland in 2000–2015: a register-based study,figshare,0,1,0,1,0,2024-08-13T17:31:14Z,2024-08-13T17:31:15Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.25599888,figshare.ars,2024,Text,Additional file 2 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:15Z,2024-08-18T18:03:57Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.25599888.v1,figshare.ars,2024,Text,Additional file 2 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:15Z,2024-08-18T18:03:57Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.26706147,figshare.ars,2024,Text,Additional file 3 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:18Z,2024-08-18T18:03:57Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.26706147.v1,figshare.ars,2024,Text,Additional file 3 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:18Z,2024-08-18T18:03:57Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.26706150,figshare.ars,2024,Text,Additional file 4 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:21Z,2024-08-18T18:03:58Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.26706150.v1,figshare.ars,2024,Text,Additional file 4 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:21Z,2024-08-18T18:03:58Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.26706153,figshare.ars,2024,Text,Additional file 5 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:24Z,2024-08-18T18:03:58Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.26706153.v1,figshare.ars,2024,Text,Additional file 5 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:24Z,2024-08-18T18:03:58Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.26706156,figshare.ars,2024,Text,Additional file 6 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:27Z,2024-08-18T18:03:58Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.26706156.v1,figshare.ars,2024,Text,Additional file 6 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:27Z,2024-08-18T18:03:58Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.26706159,figshare.ars,2024,Text,Additional file 7 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:29Z,2024-08-18T18:03:58Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.26706159.v1,figshare.ars,2024,Text,Additional file 7 of Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-15T06:00:29Z,2024-08-18T18:03:58Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.7180467,figshare.ars,2024,Collection,Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-18T18:03:58Z,2024-08-18T18:03:59Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.7180467.v1,figshare.ars,2024,Collection,Ticks - public health risks in urban green spaces,figshare,0,1,0,1,0,2024-08-18T18:03:58Z,2024-08-18T18:03:59Z,1,1,OPEN,,,figshare Academic Research System,repository
10.5878/770j-ga91,snd.snd,2024,Dataset,Mobilized villages: local community agency during the Swedish wildfires in 2018 and the process of re-orientation towards the future,Umeå University,0,1,1,1,0,2024-08-20T08:25:50Z,2025-09-22T09:41:16Z,1,1,RESTRICTED,,,Swedish National Data Service,repository
10.5878/g441-5x94,snd.snd,2024,Dataset,Mobilized villages: local community agency during the Swedish wildfires in 2018 and the process of re-orientation towards the future,Umeå University,0,1,1,0,1,2024-08-20T08:25:52Z,2025-09-22T09:52:33Z,1,1,RESTRICTED,,,Swedish National Data Service,repository
10.7910/dvn/t1qjbb,gdcc.harvard-dv,2024,Dataset,Protest for a future dataset,Harvard Dataverse,0,1,0,1,0,2024-11-17T15:19:40Z,2025-05-11T23:26:43Z,1,1,RESTRICTED,,,Harvard Dataverse,repository
10.5878/ab66-6w10,snd.snd,2024,Dataset,Physiological response of goldsinny wrasse to global climate change,Swedish University of Agricultural Sciences,0,0,1,1,0,2024-11-19T14:39:16Z,2025-09-22T08:39:29Z,1,,,,,Swedish National Data Service,repository
10.5878/paqx-sn48,snd.snd,2024,Dataset,Physiological response of goldsinny wrasse to global climate change,Swedish University of Agricultural Sciences,0,0,1,0,1,2024-11-19T14:39:17Z,2025-09-22T10:31:14Z,1,,,,,Swedish National Data Service,repository
10.5281/zenodo.14186542,cern.zenodo,2024,JournalArticle,"Mothers Challenging ""Unsafe"" Birth: A Matricentric Feminist Perspective on Maternal Activism in Lithuania",Zenodo,0,1,0,1,0,2024-11-19T14:39:30Z,2024-11-19T14:39:32Z,1,,,,,Zenodo,repository
10.5281/zenodo.14186541,cern.zenodo,2024,JournalArticle,"Mothers Challenging ""Unsafe"" Birth: A Matricentric Feminist Perspective on Maternal Activism in Lithuania",Zenodo,0,1,0,0,1,2024-11-19T14:39:31Z,2024-11-19T14:39:32Z,1,,,,,Zenodo,repository
10.5281/zenodo.14673734,cern.zenodo,2024,Report,Urban Futures in Sweden: Visioning and Re-Imagining the Swedish City,Zenodo,0,1,1,0,1,2025-01-16T20:40:01Z,2025-01-16T20:40:02Z,1,,,,,Zenodo,repository
10.5281/zenodo.14673735,cern.zenodo,2024,Report,Urban Futures in Sweden: Visioning and Re-Imagining the Swedish City,Zenodo,0,1,1,1,0,2025-01-16T20:40:01Z,2025-01-16T20:40:02Z,1,,,,,Zenodo,repository
10.5281/zenodo.14723472,cern.zenodo,2015,JournalArticle,'Ortho-Blogging' from Inside: A Virtual Roundtable,"Digital Icons: Studies in Russian, Eurasian and Central European New Media",0,1,0,0,1,2025-01-24T06:01:18Z,2025-01-24T06:01:19Z,1,,,,,Zenodo,repository
10.5281/zenodo.14723473,cern.zenodo,2015,JournalArticle,'Ortho-Blogging' from Inside: A Virtual Roundtable,"Digital Icons: Studies in Russian, Eurasian and Central European New Media",0,1,0,1,0,2025-01-24T06:01:18Z,2025-01-24T06:01:19Z,1,,,,,Zenodo,repository
10.6084/m9.figshare.28464841,figshare.ars,2025,Text,Additional file 1 of Forms of distributed leadership – a case study of six workplaces in eldercare,figshare,0,1,0,1,0,2025-02-23T04:13:03Z,2025-02-23T04:13:05Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.28464841.v1,figshare.ars,2025,Text,Additional file 1 of Forms of distributed leadership – a case study of six workplaces in eldercare,figshare,0,1,0,1,0,2025-02-23T04:13:03Z,2025-02-23T04:13:05Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.28464844,figshare.ars,2025,Text,Additional file 2 of Forms of distributed leadership – a case study of six workplaces in eldercare,figshare,0,1,0,1,0,2025-02-23T04:13:04Z,2025-02-23T04:13:07Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.28464844.v1,figshare.ars,2025,Text,Additional file 2 of Forms of distributed leadership – a case study of six workplaces in eldercare,figshare,0,1,0,1,0,2025-02-23T04:13:04Z,2025-02-23T04:13:07Z,1,,,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.7685785,figshare.ars,2025,Collection,Forms of distributed leadership – a case study of six workplaces in eldercare,figshare,0,1,0,1,0,2025-02-23T04:13:06Z,2025-02-23T04:13:07Z,1,1,OPEN,,,figshare Academic Research System,repository
10.6084/m9.figshare.c.7685785.v1,figshare.ars,2025,Collection,Forms of distributed leadership – a case study of six workplaces in eldercare,figshare,0,1,0,1,0,2025-02-23T04:13:06Z,2025-02-23T04:13:07Z,1,1,OPEN,,,figshare Academic Research System,repository
10.5281/zenodo.15180619,cern.zenodo,2025,Dataset,Database of the blue carbon inventory in Spain and Portugal. Organic carbon biomass and soil stocks and sequestration rates to the soil.,Zenodo,0,1,1,0,1,2025-04-14T09:51:43Z,2025-04-14T10:17:48Z,1,1,,,,Zenodo,repository
10.5281/zenodo.15180620,cern.zenodo,2025,Dataset,Database of the blue carbon inventory in Spain and Portugal. Organic carbon biomass and soil stocks and sequestration rates to the soil.,Zenodo,0,1,1,1,0,2025-04-14T09:51:43Z,2025-04-14T10:17:47Z,1,1,,,,Zenodo,repository
10.5281/zenodo.15624181,cern.zenodo,2025,Report,Care as a Principle for Urban Public Space,Zenodo,0,1,0,0,1,2025-06-09T13:10:48Z,2025-06-09T13:29:34Z,1,,,,,Zenodo,repository
10.5281/zenodo.15624182,cern.zenodo,2025,Report,Care as a Principle for Urban Public Space,Zenodo,0,1,0,1,0,2025-06-09T13:10:48Z,2025-06-09T13:29:34Z,1,,,,,Zenodo,repository
10.5878/1zva-4e25,snd.snd,2025,Dataset,"Photo Rankings by Age and Gender. Data for: The Role of Ecological Factors, Gender, and Age in Shaping Visual Preferences for Urban Wetlands",Södertörns högskola,1,1,0,1,0,2025-06-18T13:26:53Z,2025-09-22T09:48:55Z,1,,,,,Swedish National Data Service,repository
10.5878/xrc1-m831,snd.snd,2025,Dataset,"Photo Rankings by Age and Gender. Data for: The Role of Ecological Factors, Gender, and Age in Shaping Visual Preferences for Urban Wetlands",Södertörns högskola,1,1,0,0,1,2025-06-18T13:26:54Z,2025-09-22T09:53:27Z,1,,,,,Swedish National Data Service,repository
10.5281/zenodo.15791087,cern.zenodo,2025,Text,Transaction costs for Carbon Sequestration Projects Meta-Dataset,Aarhus University,0,0,1,0,0,2025-07-02T12:27:26Z,2025-07-02T12:27:27Z,1,,,,,Zenodo,repository
10.5281/zenodo.15791088,cern.zenodo,2025,Text,Transaction costs for Carbon Sequestration Projects Meta-Dataset,Aarhus University,0,0,1,1,0,2025-07-02T12:27:26Z,2025-07-02T12:27:27Z,1,,,,,Zenodo,repository
10.5281/zenodo.16901524,cern.zenodo,2025,Dataset,Metagenomic reads of fungi and oomycetes,Zenodo,0,1,0,0,0,2025-08-19T10:41:02Z,2025-08-19T10:41:02Z,1,,,,,Zenodo,repository
10.5281/zenodo.16901525,cern.zenodo,2025,Dataset,Metagenomic reads of fungi and oomycetes,Zenodo,0,1,0,1,0,2025-08-19T10:41:02Z,2025-08-19T10:41:02Z,1,,,,,Zenodo,repository
10.5281/zenodo.16950602,cern.zenodo,2025,Text,Brief: Nature-based Solutions Typologies and Ecological Processes,Zenodo,0,1,0,1,0,2025-08-27T07:48:47Z,2025-08-27T07:48:48Z,1,,,,,Zenodo,repository
10.5281/zenodo.16950601,cern.zenodo,2025,Text,Brief: Nature-based Solutions Typologies and Ecological Processes,Zenodo,0,1,0,0,0,2025-08-27T07:48:48Z,2025-08-27T07:48:48Z,1,,,,,Zenodo,repository
10.14464/zsem.v45i1-2.767,ifot.oeznap,2025,JournalArticle,Visualising an Oral Epic,Zeitschrift für Semiotik,0,1,0,1,0,2025-09-01T08:56:31Z,2025-09-01T08:56:32Z,1,,,,,OJS,repository
10.5281/zenodo.17201497,cern.zenodo,2025,Dataset,"Database generated through a systematic review comparing seagrass and adjacent unvegetated sediments, focusing on carbon storage, pollution mitigation, and benthic biodiversity enhancement.",Zenodo,0,1,0,1,0,2025-09-25T13:58:10Z,2025-10-02T10:23:02Z,1,,,,,Zenodo,repository
10.5281/zenodo.17201496,cern.zenodo,2025,Dataset,"Database generated through a systematic review comparing seagrass and adjacent unvegetated sediments, focusing on carbon storage, pollution mitigation, and benthic biodiversity enhancement.",Zenodo,0,1,0,0,1,2025-09-25T13:58:11Z,2025-10-02T10:23:03Z,1,,,,,Zenodo,repository
10.5281/zenodo.17256097,cern.zenodo,2025,Image,Distribution of coastal blue carbon habitats in Sweden and their exposure to anthropogenic pressure,Zenodo,0,1,0,1,0,2025-10-03T08:47:24Z,2025-10-03T08:47:24Z,1,,,,,Zenodo,repository
10.5281/zenodo.17256096,cern.zenodo,2025,Image,Distribution of coastal blue carbon habitats in Sweden and their exposure to anthropogenic pressure,Zenodo,0,1,0,0,1,2025-10-03T08:47:25Z,2025-10-03T08:47:25Z,1,,,,,Zenodo,repository
